downsampling_rate,frame_length_in_s,dbFSthres,duration_thres,Accuracy,Avg Latency
16000,0.016,-110,0.15,0.93444,9.3576
16000,0.016,-110,0.16,0.93444,9.3215
16000,0.016,-110,0.17,0.92889,9.3542
16000,0.016,-110,0.18,0.91333,9.3445
16000,0.016,-110,0.19,0.91333,9.4082
16000,0.016,-110,0.2,0.89444,9.31
16000,0.016,-100,0.1,0.93222,9.392
16000,0.016,-100,0.11,0.93222,9.4309
16000,0.016,-100,0.12,0.92111,9.9433
16000,0.016,-100,0.13,0.90889,9.6709
16000,0.016,-100,0.14,0.90889,9.8133
16000,0.016,-100,0.15,0.89333,9.8819
16000,0.016,-100,0.16,0.89333,9.8742
16000,0.016,-100,0.17,0.86778,10.588
16000,0.016,-100,0.18,0.84778,10.014
16000,0.016,-100,0.19,0.84778,9.9448
16000,0.016,-100,0.2,0.82556,10.166
16000,0.016,-90,0.1,0.87889,9.4939
16000,0.016,-90,0.11,0.87889,9.2469
16000,0.016,-90,0.12,0.86333,9.3292
16000,0.016,-90,0.13,0.84222,9.4213
16000,0.016,-90,0.14,0.84222,9.571
16000,0.016,-90,0.15,0.81,9.3222
16000,0.016,-90,0.16,0.81,9.5632
16000,0.016,-90,0.17,0.78111,9.7584
16000,0.016,-90,0.18,0.75222,10.444
16000,0.016,-90,0.19,0.75222,10.319
16000,0.016,-90,0.2,0.71667,10.139
16000,0.016,-80,0.1,0.78556,9.8352
16000,0.016,-80,0.11,0.78556,10.036
16000,0.016,-80,0.12,0.75667,10.265
16000,0.016,-80,0.13,0.71778,9.724
16000,0.016,-80,0.14,0.71778,10.039
16000,0.016,-80,0.15,0.68111,9.8427
16000,0.016,-80,0.16,0.68111,9.7144
16000,0.016,-80,0.17,0.64111,9.511
16000,0.016,-80,0.18,0.61,9.2645
16000,0.016,-80,0.19,0.61,9.5494
16000,0.016,-80,0.2,0.56889,9.4378
16000,0.032,-120,0.1,0.98222,9.3713
16000,0.032,-120,0.11,0.98222,9.5693
16000,0.032,-120,0.12,0.98222,9.3768
16000,0.032,-120,0.13,0.97556,9.5756
16000,0.032,-120,0.14,0.97556,9.4617
16000,0.032,-120,0.15,0.97556,9.4857
16000,0.032,-120,0.16,0.97556,9.7587
16000,0.032,-120,0.17,0.97222,9.6854
16000,0.032,-120,0.18,0.97222,11.344
16000,0.032,-120,0.19,0.97222,10.574
16000,0.032,-120,0.2,0.96444,10.238
16000,0.032,-110,0.1,0.96889,10.316
16000,0.032,-110,0.11,0.96889,9.8474
16000,0.032,-110,0.12,0.96889,9.772
16000,0.032,-110,0.13,0.96222,9.7365
16000,0.032,-110,0.14,0.96222,9.3512
16000,0.032,-110,0.15,0.96222,9.5169
16000,0.032,-110,0.16,0.96222,9.3214
16000,0.032,-110,0.17,0.95,9.3185
16000,0.032,-110,0.18,0.95,9.2563
16000,0.032,-110,0.19,0.95,9.3574
16000,0.032,-110,0.2,0.93778,9.2986
16000,0.032,-100,0.1,0.94889,9.1055
16000,0.032,-100,0.11,0.94889,9.3577
16000,0.032,-100,0.12,0.94889,10.105
16000,0.032,-100,0.13,0.93333,9.7581
16000,0.032,-100,0.14,0.93333,9.8366
16000,0.032,-100,0.15,0.93333,9.6442
16000,0.032,-100,0.16,0.93333,10.146
16000,0.032,-100,0.17,0.92222,9.8772
16000,0.032,-100,0.18,0.92222,10.113
16000,0.032,-100,0.19,0.92222,9.8525
16000,0.032,-100,0.2,0.88889,9.6347
16000,0.032,-90,0.1,0.91111,9.8562
16000,0.032,-90,0.11,0.91111,9.3774
16000,0.032,-90,0.12,0.91111,9.1656
16000,0.032,-90,0.13,0.88333,9.4844
16000,0.032,-90,0.14,0.88333,9.3224
16000,0.032,-90,0.15,0.88333,9.3842
16000,0.032,-90,0.16,0.88333,9.3056
16000,0.032,-90,0.17,0.85111,9.3604
16000,0.032,-90,0.18,0.85111,9.1131
16000,0.032,-90,0.19,0.85111,9.5349
16000,0.032,-90,0.2,0.80556,9.5477
16000,0.032,-80,0.1,0.85111,9.9238
16000,0.032,-80,0.11,0.85111,9.6603
16000,0.032,-80,0.12,0.85111,10.025
16000,0.032,-80,0.13,0.80222,9.8589
16000,0.032,-80,0.14,0.80222,9.8293
16000,0.032,-80,0.15,0.80222,10.061
16000,0.032,-80,0.16,0.80222,9.8445
16000,0.032,-80,0.17,0.75,9.9351
16000,0.032,-80,0.18,0.75,9.6199
16000,0.032,-80,0.19,0.75,9.517
16000,0.032,-80,0.2,0.66667,9.505
