downsampling_rate,frame_length_in_s,dbFSthres,duration_thres,Accuracy,Avg Latency
16000,0.04,-120,0.04,0.9811111111111112,11.027352544996473
16000,0.04,-120,0.045,0.9811111111111112,11.042728159162733
16000,0.04,-120,0.05,0.9811111111111112,10.957823329501682
16000,0.04,-120,0.055,0.9811111111111112,10.945425563388401
16000,0.04,-120,0.06,0.9811111111111112,10.845800505744087
16000,0.04,-120,0.065,0.9811111111111112,10.908880498674181
16000,0.04,-120,0.06999999999999999,0.9811111111111112,10.939351717631022
16000,0.04,-120,0.075,0.9811111111111112,10.883877277374268
16000,0.04,-120,0.07999999999999999,0.9833333333333333,10.920318762461344
16000,0.04,-120,0.08499999999999999,0.9833333333333333,10.885240501827663
16000,0.04,-120,0.09,0.9833333333333333,10.967962741851807
16000,0.04,-120,0.095,0.9833333333333333,11.242045031653511
16000,0.04,-120,0.09999999999999999,0.9833333333333333,11.668278641170925
16000,0.04,-120,0.10499999999999998,0.9833333333333333,11.110155317518446
16000,0.04,-120,0.10999999999999999,0.9833333333333333,11.115529537200928
16000,0.04,-120,0.11499999999999999,0.9833333333333333,10.960271888309055
16000,0.04,-120,0.12,0.98,11.106887923346626
