downsampling_rate,frame_length_in_s,dbFSthres,duration_thres,Accuracy,Avg Latency
16000,0.02,-100,0.1,0.93667,12.325
16000,0.02,-100,0.11,0.93667,12.318
16000,0.02,-100,0.12,0.92444,12.973
16000,0.02,-100,0.13,0.92444,13.14
16000,0.02,-100,0.14,0.91556,12.856
16000,0.02,-100,0.15,0.91556,13.574
16000,0.02,-100,0.16,0.88667,12.963
16000,0.02,-100,0.17,0.88667,13.434
16000,0.02,-100,0.18,0.87111,13.12
16000,0.02,-100,0.19,0.87111,13.454
16000,0.02,-100,0.2,0.83778,13.05
16000,0.02,-90,0.1,0.88667,12.361
16000,0.02,-90,0.11,0.88667,12.805
16000,0.02,-90,0.12,0.86556,12.877
16000,0.02,-90,0.13,0.86556,12.184
16000,0.02,-90,0.14,0.84333,12.401
16000,0.02,-90,0.15,0.84333,12.304
16000,0.02,-90,0.16,0.80778,12.731
16000,0.02,-90,0.17,0.80778,13.121
16000,0.02,-90,0.18,0.77222,12.85
16000,0.02,-90,0.19,0.77222,14.216
16000,0.02,-90,0.2,0.72667,13.146
16000,0.02,-80,0.1,0.80222,14.589
16000,0.02,-80,0.11,0.80222,12.999
16000,0.02,-80,0.12,0.76333,12.242
16000,0.02,-80,0.13,0.76333,12.399
16000,0.02,-80,0.14,0.72444,11.871
16000,0.02,-80,0.15,0.72444,12.03
16000,0.02,-80,0.16,0.67444,11.597
16000,0.02,-80,0.17,0.67444,11.658
16000,0.02,-80,0.18,0.62889,11.638
16000,0.02,-80,0.19,0.62889,12.096
16000,0.02,-80,0.2,0.58222,12.031
16000,0.03,-120,0.1,0.98333,11.604
16000,0.03,-120,0.11,0.98333,11.51
16000,0.03,-120,0.12,0.97667,11.351
16000,0.03,-120,0.13,0.97667,11.667
16000,0.03,-120,0.14,0.97667,11.404
16000,0.03,-120,0.15,0.97333,11.7
16000,0.03,-120,0.16,0.97333,11.492
16000,0.03,-120,0.17,0.97333,11.366
16000,0.03,-120,0.18,0.96556,11.503
16000,0.03,-120,0.19,0.96556,11.067
16000,0.03,-120,0.2,0.96556,11.062
16000,0.03,-110,0.1,0.97333,11.11
16000,0.03,-110,0.11,0.97333,11.079
16000,0.03,-110,0.12,0.96333,11.139
16000,0.03,-110,0.13,0.96333,10.838
16000,0.03,-110,0.14,0.96333,11.602
16000,0.03,-110,0.15,0.95222,11.607
16000,0.03,-110,0.16,0.95222,11.625
16000,0.03,-110,0.17,0.95222,11.741
16000,0.03,-110,0.18,0.93889,11.455
16000,0.03,-110,0.19,0.93889,11.404
16000,0.03,-110,0.2,0.93889,11.422
16000,0.03,-100,0.1,0.94889,11.413
16000,0.03,-100,0.11,0.94889,11.497
16000,0.03,-100,0.12,0.93444,11.302
16000,0.03,-100,0.13,0.93444,10.974
16000,0.03,-100,0.14,0.93444,10.8
16000,0.03,-100,0.15,0.92556,10.81
16000,0.03,-100,0.16,0.92556,10.819
16000,0.03,-100,0.17,0.92556,10.865
16000,0.03,-100,0.18,0.89889,10.992
16000,0.03,-100,0.19,0.89889,10.943
16000,0.03,-100,0.2,0.89889,11.063
16000,0.03,-90,0.1,0.91556,11.526
16000,0.03,-90,0.11,0.91556,11.412
16000,0.03,-90,0.12,0.89222,11.238
16000,0.03,-90,0.13,0.89222,11.386
16000,0.03,-90,0.14,0.89222,11.672
16000,0.03,-90,0.15,0.85889,11.718
16000,0.03,-90,0.16,0.85889,11.411
16000,0.03,-90,0.17,0.85889,11.518
16000,0.03,-90,0.18,0.81667,10.864
16000,0.03,-90,0.19,0.81667,11.154
16000,0.03,-90,0.2,0.81667,11.09
16000,0.03,-80,0.1,0.85111,11.93
16000,0.03,-80,0.11,0.85111,11.801
16000,0.03,-80,0.12,0.80667,11.111
16000,0.03,-80,0.13,0.80667,11.223
16000,0.03,-80,0.14,0.80667,12.311
16000,0.03,-80,0.15,0.75778,11.848
16000,0.03,-80,0.16,0.75778,11.974
16000,0.03,-80,0.17,0.75778,11.469
16000,0.03,-80,0.18,0.69,11.242
16000,0.03,-80,0.19,0.69,11.585
16000,0.03,-80,0.2,0.69,11.645
16000,0.04,-120,0.1,0.98333,12.314
16000,0.04,-120,0.11,0.98333,12.511
16000,0.04,-120,0.12,0.98,11.945
16000,0.04,-120,0.13,0.98,11.99
16000,0.04,-120,0.14,0.98,12.053
16000,0.04,-120,0.15,0.98,12.007
16000,0.04,-120,0.16,0.97444,12.155
16000,0.04,-120,0.17,0.97444,11.937
16000,0.04,-120,0.18,0.97444,11.839
16000,0.04,-120,0.19,0.97444,12.357
16000,0.04,-120,0.2,0.96222,12.448
16000,0.04,-110,0.1,0.97667,12.432
16000,0.04,-110,0.11,0.97667,12.648
16000,0.04,-110,0.12,0.97111,12.562
16000,0.04,-110,0.13,0.97111,13.439
16000,0.04,-110,0.14,0.97111,12.282
16000,0.04,-110,0.15,0.97111,12.828
16000,0.04,-110,0.16,0.95667,12.027
16000,0.04,-110,0.17,0.95667,12.001
16000,0.04,-110,0.18,0.95667,11.807
16000,0.04,-110,0.19,0.95667,12.048
16000,0.04,-110,0.2,0.93778,11.934
16000,0.04,-100,0.1,0.95778,11.934
16000,0.04,-100,0.11,0.95778,11.891
16000,0.04,-100,0.12,0.94667,12.268
16000,0.04,-100,0.13,0.94667,12.358
16000,0.04,-100,0.14,0.94667,12.678
16000,0.04,-100,0.15,0.94667,12.622
16000,0.04,-100,0.16,0.92889,12.728
16000,0.04,-100,0.17,0.92889,12.64
16000,0.04,-100,0.18,0.92889,12.503
16000,0.04,-100,0.19,0.92889,12.352
16000,0.04,-100,0.2,0.9,12.643
16000,0.04,-90,0.1,0.93222,11.967
16000,0.04,-90,0.11,0.93222,12.462
16000,0.04,-90,0.12,0.91,11.767
16000,0.04,-90,0.13,0.91,12.089
16000,0.04,-90,0.14,0.91,12.124
16000,0.04,-90,0.15,0.91,12.302
16000,0.04,-90,0.16,0.87556,12.013
16000,0.04,-90,0.17,0.87556,12.864
16000,0.04,-90,0.18,0.87556,12.56
16000,0.04,-90,0.19,0.87556,12.939
16000,0.04,-90,0.2,0.81889,12.72
16000,0.04,-80,0.1,0.87556,12.701
16000,0.04,-80,0.11,0.87556,12.796
16000,0.04,-80,0.12,0.83889,12.543
16000,0.04,-80,0.13,0.83889,12.508
16000,0.04,-80,0.14,0.83889,12.183
16000,0.04,-80,0.15,0.83889,12.218
16000,0.04,-80,0.16,0.78,12.423
16000,0.04,-80,0.17,0.78,12.537
16000,0.04,-80,0.18,0.78,12.363
16000,0.04,-80,0.19,0.78,12.341
16000,0.04,-80,0.2,0.70333,12.321
16000,0.05,-120,0.1,0.98444,12.631
16000,0.05,-120,0.11,0.98444,12.368
16000,0.05,-120,0.12,0.98444,12.649
16000,0.05,-120,0.13,0.98444,12.854
16000,0.05,-120,0.14,0.98444,12.528
16000,0.05,-120,0.15,0.97889,12.779
16000,0.05,-120,0.16,0.97889,12.684
16000,0.05,-120,0.17,0.97889,12.503
16000,0.05,-120,0.18,0.97889,12.508
16000,0.05,-120,0.19,0.97889,12.168
16000,0.05,-120,0.2,0.97,11.96
16000,0.05,-110,0.1,0.97667,12.039
16000,0.05,-110,0.11,0.97667,12.026
16000,0.05,-110,0.12,0.97667,12.089
16000,0.05,-110,0.13,0.97667,12.021
16000,0.05,-110,0.14,0.97667,11.92
16000,0.05,-110,0.15,0.96667,12.413
16000,0.05,-110,0.16,0.96667,12.518
16000,0.05,-110,0.17,0.96667,12.646
16000,0.05,-110,0.18,0.96667,12.658
16000,0.05,-110,0.19,0.96667,13.143
16000,0.05,-110,0.2,0.94667,12.797
16000,0.05,-100,0.1,0.95667,12.666
16000,0.05,-100,0.11,0.95667,12.433
16000,0.05,-100,0.12,0.95667,12.075
16000,0.05,-100,0.13,0.95667,11.806
16000,0.05,-100,0.14,0.95667,11.914
16000,0.05,-100,0.15,0.94111,12.079
16000,0.05,-100,0.16,0.94111,12.02
16000,0.05,-100,0.17,0.94111,12.021
16000,0.05,-100,0.18,0.94111,11.925
16000,0.05,-100,0.19,0.94111,12.506
16000,0.05,-100,0.2,0.90889,12.459
16000,0.05,-90,0.1,0.93222,12.274
16000,0.05,-90,0.11,0.93222,12.485
16000,0.05,-90,0.12,0.93222,12.44
16000,0.05,-90,0.13,0.93222,11.852
16000,0.05,-90,0.14,0.93222,11.899
16000,0.05,-90,0.15,0.90556,12.474
16000,0.05,-90,0.16,0.90556,11.632
16000,0.05,-90,0.17,0.90556,11.697
16000,0.05,-90,0.18,0.90556,11.475
16000,0.05,-90,0.19,0.90556,11.786
16000,0.05,-90,0.2,0.85111,11.767
16000,0.05,-80,0.1,0.88667,11.856
16000,0.05,-80,0.11,0.88667,12.202
16000,0.05,-80,0.12,0.88667,11.771
16000,0.05,-80,0.13,0.88667,12.181
16000,0.05,-80,0.14,0.88667,12.199
16000,0.05,-80,0.15,0.83333,11.909
16000,0.05,-80,0.16,0.83333,12.16
16000,0.05,-80,0.17,0.83333,12.015
16000,0.05,-80,0.18,0.83333,12.073
16000,0.05,-80,0.19,0.83333,12.253
16000,0.05,-80,0.2,0.74222,12.11
